Date,Height
1996-07-06,1637.23
1996-07-15,9999.99
1996-07-25,9999.99
1996-08-04,9999.99
1996-08-14,9999.99
1996-08-24,1638.43
1996-09-03,1638.03
1996-09-13,9999.99
1996-09-23,1638.38
1996-10-03,9999.99
1996-10-13,9999.99
1996-10-23,1638.46
1996-11-02,1638.64
1996-11-11,1637.86
1996-11-21,1637.78
1996-12-01,9999.99
1996-12-11,9999.99
1996-12-21,9999.99
1996-12-31,9999.99
1997-01-10,9999.99
1997-01-20,1638.18
1997-01-30,1638.19
1997-02-09,9999.99
1997-02-19,1637.64
1997-03-01,1637.22
1997-03-10,1637.71
1997-03-20,1637.77
1997-03-30,9999.99
1997-04-09,1637.8
1997-04-19,1637.47
1997-04-29,1637.39
1997-05-09,1637.34
1997-05-19,1637.4
1997-05-29,9999.99
1997-06-18,1637.19
1997-06-28,1637.24
1997-07-07,1637.2
1997-07-17,1637.6
1997-07-27,1637.88
1997-08-06,9999.99
1997-08-16,1638.16
1997-08-26,9999.99
1997-09-05,9999.99
1997-09-15,1637.89
1997-09-25,1637.56
1997-10-05,9999.99
1997-10-15,9999.99
1997-10-25,1637.49
1997-11-03,1637.55
1997-11-13,9999.99
1997-11-23,1638.18
1997-12-03,1637.6
1997-12-13,1637.42
1997-12-23,9999.99
1998-01-02,1637.7
1998-01-12,1637.57
1998-01-22,9999.99
1998-02-01,1637.47
1998-02-11,1637.49
1998-02-21,1636.99
1998-03-02,1637.88
1998-03-12,1637.46
1998-03-22,1637.23
1998-04-01,1637.03
1998-04-11,9999.99
1998-04-21,9999.99
1998-05-01,1636.97
1998-05-11,1637.31
1998-05-21,9999.99
1998-05-31,1637.29
1998-06-10,1637.58
1998-06-20,1637.29
1998-06-29,9999.99
1998-07-09,1637.44
1998-07-19,9999.99
1998-07-29,9999.99
1998-08-08,9999.99
1998-08-18,1637.79
1998-08-28,9999.99
1998-09-07,1637.83
1998-09-17,1638.18
1998-09-27,1638.26
1998-10-07,1638.02
1998-10-16,9999.99
1998-10-26,1637.69
1998-11-05,1638.26
1998-11-15,1638.2
1998-11-25,1638.5
1998-12-05,1637.65
1998-12-15,1637.92
1998-12-25,9999.99
1999-01-04,9999.99
1999-01-14,1638.18
1999-01-24,9999.99
1999-02-03,9999.99
1999-02-12,9999.99
1999-02-22,9999.99
1999-03-04,1637.68
1999-03-14,1637.58
1999-03-24,1637.64
1999-04-03,9999.99
1999-04-13,9999.99
1999-04-23,9999.99
1999-05-03,1637.4
1999-05-13,1637.4
1999-05-23,1637.56
1999-06-02,1637.6
1999-06-11,1637.61
1999-06-21,1637.56
1999-07-01,1637.26
1999-07-11,1637.38
1999-07-21,1637.44
1999-07-31,1637.65
1999-08-10,1637.05
1999-08-20,9999.99
1999-08-30,9999.99
1999-09-09,1637.49
1999-09-19,1636.99
1999-09-29,1637.97
1999-10-08,1637.74
1999-10-18,9999.99
1999-10-28,1637.86
1999-11-07,1638.22
1999-11-17,1637.95
1999-11-27,1637.73
1999-12-07,9999.99
1999-12-17,9999.99
1999-12-27,9999.99
2000-01-06,9999.99
2000-01-16,1637.73
2000-01-26,1637.68
2000-02-04,1636.9
2000-02-14,1637.44
2000-02-24,1637.1
2000-03-05,9999.99
2000-03-15,9999.99
2000-03-25,1636.77
2000-04-04,9999.99
2000-04-14,1637.28
2000-04-24,1637.34
2000-05-04,1637.69
2000-05-14,1637.14
2000-05-24,1637.04
2000-06-02,1637.53
2000-06-12,1637.41
2000-06-22,1637.09
2000-07-02,1637.58
2000-07-12,1637.19
2000-07-22,9999.99
2000-08-01,9999.99
2000-08-11,9999.99
2000-08-21,9999.99
2000-08-31,9999.99
2000-09-10,9999.99
2000-09-19,9999.99
2000-09-29,1638.03
2000-10-09,9999.99
2000-10-19,1637.91
2000-10-29,9999.99
2000-11-08,9999.99
2000-11-18,1637.36
2000-11-28,1637.66
2000-12-08,1637.21
2000-12-18,1637.1
2000-12-28,1637.65
2001-01-07,9999.99
2001-01-16,9999.99
2001-01-26,1637.49
2001-02-05,9999.99
2001-02-15,1637.08
2001-02-25,1637.12
2001-03-07,9999.99
2001-03-17,1637.12
2001-03-27,1637.5
2001-04-06,9999.99
2001-04-16,1637.16
2001-04-26,1637.46
2001-05-06,1637.23
2001-05-15,1637.27
2001-05-25,1637.22
2001-06-04,1637.01
2001-06-14,1637.34
2001-06-24,9999.99
2001-07-04,1636.92
2001-07-14,9999.99
2001-07-24,1637.12
2001-08-03,9999.99
2001-08-13,9999.99
2001-08-23,9999.99
2001-09-02,1636.97
2001-09-11,1638.6
2001-09-21,1638.28
2001-10-01,9999.99
2001-10-11,1638.24
2001-10-21,1638.17
2001-10-31,9999.99
2001-11-10,9999.99
2001-11-20,9999.99
2001-11-30,9999.99
2001-12-10,9999.99
2001-12-20,9999.99
2001-12-30,1637.59
2002-01-08,9999.99
2002-01-18,1637.82
2002-01-18,9999.99
2002-01-28,9999.99
2002-01-28,1637.92
2002-02-07,1637.6
2002-02-07,9999.99
2002-02-17,1637.69
2002-02-17,9999.99
2002-02-27,9999.99
2002-02-27,9999.99
2002-03-09,9999.99
2002-03-09,9999.99
2002-03-19,9999.99
2002-03-19,9999.99
2002-03-29,1636.96
2002-03-29,9999.99
2002-04-08,9999.99
2002-04-08,9999.99
2002-04-18,9999.99
2002-04-18,9999.99
2002-04-27,9999.99
2002-04-28,9999.99
2002-05-07,1637.39
2002-05-07,9999.99
2002-05-17,1637.16
2002-05-17,9999.99
2002-05-27,1637.01
2002-05-27,9999.99
2002-06-06,1637.35
2002-06-06,9999.99
2002-06-16,1636.93
2002-06-16,9999.99
2002-06-26,1637.32
2002-06-26,9999.99
2002-07-06,9999.99
2002-07-06,9999.99
2002-07-16,1636.85
2002-07-16,9999.99
2002-07-26,1637.41
2002-07-26,9999.99
2002-08-05,1636.78
2002-08-05,9999.99
2002-08-15,9999.99
2002-08-24,9999.99
2002-09-03,9999.99
2002-09-13,9999.99
2002-09-23,9999.99
2002-10-03,9999.99
2002-10-13,9999.99
2002-10-23,9999.99
2002-11-02,9999.99
2002-11-12,9999.99
2002-11-22,9999.99
2002-12-02,9999.99
2002-12-12,9999.99
2002-12-21,9999.99
2002-12-31,9999.99
2003-01-10,9999.99
2003-01-20,9999.99
2003-01-30,9999.99
2003-02-09,9999.99
2003-02-19,9999.99
2003-03-01,9999.99
2003-03-11,9999.99
2003-03-21,9999.99
2003-03-31,9999.99
2003-04-10,9999.99
2003-04-19,9999.99
2003-04-29,9999.99
2003-05-09,9999.99
2003-05-19,9999.99
2003-05-29,9999.99
2003-06-08,9999.99
2003-06-18,9999.99
2003-06-28,9999.99
2003-07-08,9999.99
2003-07-18,9999.99
2003-07-28,9999.99
2003-08-07,9999.99
2003-08-16,9999.99
2003-08-26,9999.99
2003-09-05,9999.99
2003-09-15,9999.99
2003-09-25,9999.99
2003-10-05,9999.99
2003-10-15,9999.99
2003-10-25,9999.99
2003-11-04,9999.99
2003-11-14,9999.99
2003-12-04,9999.99
2003-12-13,9999.99
2003-12-23,9999.99
2004-01-02,9999.99
2004-01-12,9999.99
2004-01-22,9999.99
2004-02-01,9999.99
2004-02-11,9999.99
2004-02-21,9999.99
2004-03-02,9999.99
2004-03-12,9999.99
2004-03-22,9999.99
2004-03-31,9999.99
2004-04-10,9999.99
2004-04-20,9999.99
2004-04-30,9999.99
2004-05-10,9999.99
2004-05-20,9999.99
2004-05-30,9999.99
2004-06-09,9999.99
2004-06-19,9999.99
2004-06-29,9999.99
2004-07-09,9999.99
2004-07-19,9999.99
2004-07-28,9999.99
2004-08-07,9999.99
2004-08-17,9999.99
2004-08-27,9999.99
2004-09-06,9999.99
2004-09-16,9999.99
2004-09-26,9999.99
2004-10-06,9999.99
2004-10-16,9999.99
2004-10-26,9999.99
2004-11-05,9999.99
2004-11-15,9999.99
2004-11-24,9999.99
2004-12-04,9999.99
2004-12-14,9999.99
2004-12-24,9999.99
2005-01-03,9999.99
2005-01-13,9999.99
2005-01-23,9999.99
2005-02-02,9999.99
2005-02-12,9999.99
2005-02-22,9999.99
2005-03-04,9999.99
2005-03-14,9999.99
2005-03-23,9999.99
2005-04-02,9999.99
2005-04-12,9999.99
2005-04-22,9999.99
2005-05-02,9999.99
2005-05-12,9999.99
2005-05-22,9999.99
2005-06-01,9999.99
2005-06-11,9999.99
2005-06-21,9999.99
2005-07-01,9999.99
2005-07-11,9999.99
2005-07-20,9999.99
2005-07-30,9999.99
2005-08-09,9999.99
2005-08-19,9999.99
2005-08-29,9999.99
2005-09-08,9999.99
2005-09-18,9999.99
2005-09-28,9999.99
2005-10-08,9999.99
2005-10-18,9999.99
2005-10-28,9999.99
2005-11-07,9999.99
2005-11-16,9999.99
2005-11-26,9999.99
2005-12-06,9999.99
2005-12-16,9999.99
2005-12-26,9999.99
2006-01-05,9999.99
2006-01-15,9999.99
2006-01-25,9999.99
2006-02-04,9999.99
2006-02-14,9999.99
2006-02-24,9999.99
2006-03-06,9999.99
2006-03-15,9999.99
2006-03-25,9999.99
2006-04-04,9999.99
2006-04-14,9999.99
2006-04-24,9999.99
2006-05-04,9999.99
2006-05-14,9999.99
2006-05-24,9999.99
2006-06-03,9999.99
2006-06-13,9999.99
2006-06-23,9999.99
2006-07-02,9999.99
2006-07-12,9999.99
2006-07-22,9999.99
2006-08-01,9999.99
2006-08-11,9999.99
2006-08-21,9999.99
2006-08-31,9999.99
2006-09-10,9999.99
2006-09-20,9999.99
2006-09-30,9999.99
2006-10-10,9999.99
2006-10-20,9999.99
2006-10-30,9999.99
2006-11-18,9999.99
2006-11-28,9999.99
2006-12-08,9999.99
2006-12-18,9999.99
2006-12-28,9999.99
2007-01-07,9999.99
2007-01-17,9999.99
2007-01-27,9999.99
2007-02-06,9999.99
2007-02-16,9999.99
2007-02-25,9999.99
2007-03-07,9999.99
2007-03-17,9999.99
2007-03-27,9999.99
2007-04-06,9999.99
2007-04-16,9999.99
2007-04-26,9999.99
2007-05-06,9999.99
2007-05-16,9999.99
2007-05-26,9999.99
2007-06-05,9999.99
2007-06-15,9999.99
2007-06-24,9999.99
2007-07-04,9999.99
2007-07-14,9999.99
2007-07-24,9999.99
2007-08-03,9999.99
2007-08-13,9999.99
2007-08-23,9999.99
2007-09-02,9999.99
2007-09-12,9999.99
2007-09-22,9999.99
2007-10-02,9999.99
2007-10-12,9999.99
2007-10-21,9999.99
2007-10-31,9999.99
2007-11-10,9999.99
2007-11-20,9999.99
2007-11-30,9999.99
2007-12-10,9999.99
2007-12-20,9999.99
2007-12-30,9999.99
2008-01-09,9999.99
2008-01-19,9999.99
2008-01-29,9999.99
2008-02-08,9999.99
2008-02-17,9999.99
2008-02-27,9999.99
2008-03-08,9999.99
2008-03-18,9999.99
2008-03-28,9999.99
2008-04-07,9999.99
2008-04-17,9999.99
2008-04-27,9999.99
2008-05-07,9999.99
2008-05-17,9999.99
2008-05-27,9999.99
2008-06-06,9999.99
2008-06-15,9999.99
2008-06-25,9999.99
2008-07-05,9999.99
2008-07-15,9999.99
2008-07-15,9999.99
2008-07-25,9999.99
2008-07-25,9999.99
2008-08-04,9999.99
2008-08-04,9999.99
2008-08-14,9999.99
2008-08-24,9999.99
2008-08-24,9999.99
2008-09-03,9999.99
2008-09-03,9999.99
2008-09-13,9999.99
2008-09-13,9999.99
2008-09-23,9999.99
2008-09-23,9999.99
2008-10-02,9999.99
2008-10-02,9999.99
2008-10-12,9999.99
2008-10-12,9999.99
2008-10-22,9999.99
2008-10-22,9999.99
2008-11-01,9999.99
2008-11-01,9999.99
2008-11-11,9999.99
2008-11-11,9999.99
2008-11-21,9999.99
2008-11-21,9999.99
2008-12-01,9999.99
2008-12-01,9999.99
2008-12-11,1637.605
2008-12-11,1637.9524999999999
2008-12-21,9999.99
2008-12-21,9999.99
2008-12-31,1637.588
2008-12-31,1638.054
2009-01-10,9999.99
2009-01-10,9999.99
2009-01-20,1637.527
2009-01-20,1637.7035
2009-01-29,1637.87
2009-01-30,1637.191
2009-02-08,1637.1575
2009-02-18,1637.325
2009-02-28,1637.5245
2009-03-10,1637.2385
2009-03-20,1637.2655
2009-03-30,1637.33
2009-04-09,1637.4135
2009-04-19,1637.431
2009-04-29,9999.99
2009-05-09,1637.1805
2009-05-19,9999.99
2009-05-28,1637.55
2009-05-29,1636.95
2009-06-07,9999.99
2009-06-17,1637.87
2009-06-27,1637.53
2009-07-07,1637.2385
2009-07-17,1637.65
2009-07-27,1637.8
2009-08-06,1637.3875
2009-08-16,1637.1935
2009-08-26,1637.174
2009-09-05,9999.99
2009-09-15,9999.99
2009-09-24,1637.3455
2009-10-04,1637.2775000000001
2009-10-14,9999.99
2009-10-24,1637.393
2009-11-03,1637.48
2009-11-13,1637.49
2009-11-23,1637.325
2009-12-03,9999.99
2009-12-13,1637.1460000000002
2009-12-23,9999.99
2010-01-02,1637.1755
2010-01-12,1637.0235
2010-01-21,1636.9075
2010-01-31,9999.99
2010-02-10,9999.99
2010-02-20,1637.27
2010-03-02,1637.43
2010-03-12,1637.0405
2010-03-22,1637.61
2010-04-01,9999.99
2010-04-11,1637.163
2010-04-21,9999.99
2010-05-01,9999.99
2010-05-11,1637.3345
2010-05-20,1637.2665
2010-05-30,1637.4335
2010-06-09,1637.7424999999998
2010-06-19,1637.408
2010-06-29,1637.4775
2010-07-09,1637.505
2010-07-19,1637.739
2010-07-29,1637.795
2010-08-08,1637.931
2010-08-18,1638.144
2010-08-28,1638.0745
2010-09-07,9999.99
2010-09-16,1638.3885
2010-09-26,1639.08
2010-10-06,1638.732
2010-10-16,1638.5235
2010-10-26,1638.5325
2010-11-05,1638.3899999999999
2010-11-15,1638.2965
2010-11-25,1638.2965
2010-12-05,9999.99
2010-12-15,1638.211
2010-12-25,1638.0465
2011-01-03,1638.17
2011-01-04,1637.723
2011-01-13,1637.884
2011-01-23,1637.9155
2011-02-02,1637.9074999999998
2011-02-12,1637.8245000000002
2011-02-22,1637.538
2011-03-04,1637.498
2011-03-14,1637.6125
2011-03-24,1637.6689999999999
2011-04-03,9999.99
2011-04-13,1637.5185000000001
2011-04-23,1637.5455
2011-05-02,1637.85
2011-05-12,1637.4285
2011-05-22,9999.99
2011-06-01,1637.2089999999998
2011-06-11,1637.3339999999998
2011-06-21,9999.99
2011-07-01,9999.99
2011-07-11,1637.3809999999999
2011-07-21,1637.6525000000001
2011-07-31,9999.99
2011-08-10,9999.99
2011-08-20,9999.99
2011-08-29,1638.43
2011-08-30,1637.247
2011-09-08,1637.904
2011-09-18,1638.1585
2011-09-28,1638.1885000000002
2011-10-08,1638.0755
2011-10-18,1638.036
2011-10-28,1638.006
2011-11-07,1638.0645
2011-11-17,1638.0075
2011-11-27,1637.9275
2011-12-07,1637.8085
2011-12-17,1637.6925
2011-12-26,1637.7415
2012-01-05,1637.7914999999998
2012-01-15,1637.5285
2012-01-25,1637.533
2012-02-04,1637.4315000000001
2012-02-14,1637.4245
2012-02-24,1637.3580000000002
2012-03-05,1637.3555000000001
2012-03-15,1637.327
2012-03-25,1637.3085
2012-04-04,9999.99
2012-04-14,9999.99
2012-04-23,1637.202
2012-05-03,1637.154
2012-05-13,1637.1925
2012-05-23,1636.7914999999998
2012-06-02,1637.41
2012-06-12,1636.9035
2012-06-22,1636.916
2012-07-02,1637.1950000000002
2012-07-12,1637.377
2012-07-22,1637.5610000000001
2012-08-01,1637.3285
2012-08-11,9999.99
2012-08-20,1637.703
2012-08-30,1638.23
2012-09-09,9999.99
2012-09-19,1638.55
2012-09-29,9999.99
2012-10-09,1638.0435
2012-10-19,1637.9355
2012-10-29,1637.6840000000002
2012-11-08,1637.8694999999998
2012-11-18,1637.827
2012-11-28,1638.14
2012-12-08,9999.99
2012-12-17,9999.99
2012-12-27,1637.587
2013-01-06,1637.7545
2013-01-16,1637.4360000000001
2013-01-26,1637.3975
2013-02-05,1637.403
2013-02-15,1637.2624999999998
2013-02-25,1637.3200000000002
2013-03-07,1637.0435000000002
2013-03-17,9999.99
2013-04-05,1637.5
2013-04-06,1637.12
2013-04-15,1637.57
2013-04-25,1637.2595000000001
2013-05-05,9999.99
2013-05-15,1636.8475
2013-05-25,9999.99
2013-06-04,1637.1399999999999
2013-06-14,9999.99
2013-06-24,1637.173
2013-07-04,1637.2365
2013-07-14,9999.99
2013-07-24,9999.99
2013-08-02,1637.94
2013-08-03,1637.085
2013-08-12,1637.571
2013-08-22,1638.0455
2013-09-01,1637.9955
2013-09-21,1638.1065
2013-10-01,1638.18
2013-10-11,1638.44
2013-10-21,1638.2105000000001
2013-10-31,1638.0985
2013-11-10,1638.2145
2013-11-20,1638.1644999999999
2013-11-29,1638.38
2013-11-30,1637.736
2013-12-09,9999.99
2013-12-19,1637.9345
2013-12-29,1637.855
2014-01-08,1637.799
2014-01-18,1637.977
2014-01-28,9999.99
2014-02-07,1637.6945
2014-02-17,9999.99
2014-02-27,9999.99
2014-03-09,9999.99
2014-03-19,1637.329
2014-03-28,1637.362
2014-04-07,1637.4360000000001
2014-04-17,9999.99
2014-04-27,1637.3049999999998
2014-05-07,1637.329
2014-05-17,1637.348
2014-05-27,9999.99
2014-06-06,1637.155
2014-06-16,1637.2245
2014-06-26,9999.99
2014-07-06,9999.99
2014-07-16,9999.99
2014-07-25,1637.277
2014-08-04,1637.49
2014-08-14,1637.3405
2014-08-24,9999.99
2014-09-03,9999.99
2014-09-13,1637.606
2014-09-23,1638.05
2014-10-03,1638.0635
2014-10-13,9999.99
2014-10-23,1638.2965
2014-11-02,1638.2325
2014-11-12,1638.0925000000002
2014-11-21,1638.5
2014-12-01,1638.0725
2014-12-11,1637.973
2014-12-21,1638.0295
2014-12-31,1637.848
2015-01-10,9999.99
2015-01-20,1638.24
2015-01-30,1637.767
2015-02-09,9999.99
2015-02-19,1637.7820000000002
2015-03-01,1637.473
2015-03-10,1637.88
2015-03-11,1637.233
2015-03-20,1637.63
2015-03-30,1637.426
2015-04-09,1637.3315
2015-04-19,1637.158
2015-04-29,1637.19
2015-05-09,9999.99
2015-05-19,1637.154
2015-05-29,9999.99
2015-06-08,1637.1585
2015-06-18,1636.879
2015-06-28,9999.99
2015-07-07,1637.64
2015-07-08,1636.803
2015-07-17,1637.0884999999998
2015-07-27,1637.333
2015-08-06,1637.2205
2015-08-16,1637.2245
2015-08-26,1637.3575
2015-09-05,1637.88
2015-09-15,1637.3764999999999
2015-09-25,1637.4795
2015-10-05,1637.3865
2015-10-15,1637.3385
2015-10-25,1637.123
2015-11-03,1637.41
2015-11-04,1636.723
2015-11-13,1637.001
2015-11-23,1636.879
2015-12-03,1636.855
2015-12-13,1636.7945
2015-12-23,1636.827
2016-01-02,1636.839
2016-01-12,1637.41
2016-01-22,1636.577
2016-02-01,1636.558
2016-02-11,1637.0
2016-02-21,1636.5065
2016-02-21,1636.7015000000001
2016-03-01,1636.552
2016-03-01,1636.7469999999998
2016-03-02,1635.703
2016-03-11,1636.688
2016-03-11,1636.738
2016-03-21,1636.323
2016-03-21,1636.6265
2016-03-31,1636.5605
2016-03-31,1636.4705
2016-04-10,1636.7575
2016-04-10,1636.5625
2016-04-20,1636.487
2016-04-20,1636.7984999999999
2016-04-30,1636.56
2016-04-30,1636.87
2016-05-10,9999.99
2016-05-10,9999.99
2016-05-20,1636.951
2016-05-20,1636.582
2016-05-30,1636.8075
2016-05-30,1636.365
2016-06-09,1636.7649999999999
2016-06-09,1637.0149999999999
2016-06-19,1637.049
2016-06-19,1637.004
2016-06-28,1636.8255
2016-06-28,1636.8055
2016-07-08,9999.99
2016-07-08,9999.99
2016-07-18,1636.9855
2016-07-18,1637.2105000000001
2016-07-28,1637.2559999999999
2016-07-28,1637.052
2016-08-07,1637.654
2016-08-07,1637.308
2016-08-17,1637.612
2016-08-17,1637.487
2016-08-27,1637.636
2016-08-27,1637.516
2016-09-06,1637.6245
2016-09-06,1637.069
2016-09-16,1636.848
2016-09-16,1637.509
2016-09-26,1637.718
2016-09-26,1637.276
2016-10-06,1637.7205
2016-10-16,1637.645
2016-10-25,9999.99
2016-11-04,1637.554
2016-11-14,1637.4585000000002
2016-11-24,9999.99
2016-12-04,9999.99
2016-12-14,1637.459
2016-12-24,9999.99
2017-01-03,1636.664
2017-01-13,9999.99
2017-01-23,1637.2035
2017-02-02,1637.217
2017-02-12,9999.99
2017-02-21,9999.99
2017-03-03,1636.756
2017-03-13,1637.1405
2017-03-23,9999.99
2017-04-02,9999.99
2017-04-12,9999.99
2017-04-22,1637.143
2017-05-02,9999.99
2017-05-12,9999.99
2017-05-22,9999.99
2017-06-01,9999.99
2017-06-10,1637.26
2017-06-11,1636.329
2017-06-20,1636.84
2017-06-30,9999.99
2017-07-10,9999.99
2017-07-20,9999.99
2017-07-30,1636.896
2017-08-09,9999.99
2017-08-19,9999.99
2017-08-29,1637.338
2017-09-08,1637.5225
2017-09-18,1637.124
2017-09-28,1637.7624999999998
2017-10-07,1637.88
2017-10-08,1637.377
2017-10-17,1637.5435
2017-10-27,1637.3465
2017-11-06,1637.65
2017-11-16,1637.77
2017-11-26,1637.47
2017-12-06,1637.6295
2017-12-16,1637.3654999999999
2017-12-26,1637.3755
2018-01-05,1637.3825000000002
2018-01-15,1637.3519999999999
2018-01-25,1637.2265
2018-02-03,1637.12
2018-02-04,1636.811
2018-02-13,1637.0774999999999
2018-02-23,1637.4
2018-03-05,1637.1545
2018-03-15,1637.129
2018-03-25,1636.9995
2018-04-04,1637.0255
2018-04-14,1637.212
2018-04-24,1637.047
2018-05-04,1637.175
2018-05-14,1637.069
2018-05-24,1636.97
2018-06-02,1637.041
2018-06-12,1637.087
2018-06-22,1637.074
2018-07-02,1637.1675
2018-07-12,1637.2165
2018-07-22,1637.5185000000001
2018-08-01,1637.123
2018-08-11,1637.4955
2018-08-21,1637.411
2018-08-31,1637.7305000000001
2018-09-10,1638.18
2018-09-20,1637.7975
2018-09-29,1637.612
2018-10-09,1637.589
2018-10-19,1637.86
2018-10-29,1637.4969999999998
2018-11-08,1637.6100000000001
2018-11-18,1637.5325
2018-11-28,1637.229
2018-12-08,1637.504
2018-12-18,1637.2355
2018-12-28,1637.2945
2019-01-07,1637.491
2019-01-17,1637.3695
2019-01-26,1637.28
2019-02-05,1637.0025
2019-02-15,1637.037
2019-03-07,9999.99
2019-03-17,1636.8285
2019-03-27,1636.836
2019-04-06,1637.0805
2019-04-16,1637.4
2019-04-26,1636.871
2019-05-06,1636.446
2019-05-16,1636.758
2019-05-25,1636.6689999999999
2019-06-04,1636.6985
2019-06-14,1636.8665
2019-06-24,1636.295
2019-07-04,1637.18
2019-07-14,1636.8355000000001
2019-07-24,1636.845
2019-08-03,1637.4645
2019-08-13,1637.4454999999998
2019-08-23,1637.507
2019-09-02,1637.6480000000001
2019-09-11,1637.92
2019-09-12,1637.44
2019-09-21,1637.8375
2019-10-01,1638.03
2019-10-11,1638.1835
2019-10-21,1638.182
2019-10-31,1638.03
2019-11-10,1638.123
2019-11-20,1638.0819999999999
2019-11-30,1637.877
2019-12-10,1637.6875
2019-12-20,1637.6455
2019-12-30,1637.8665
2020-01-08,1638.13
2020-01-18,1637.95
2020-01-28,1637.9
2020-02-17,1637.662
2020-02-27,1637.5875
2020-03-08,1637.513
2020-03-18,1636.828
2020-03-28,1637.654
2020-04-07,1637.511
2020-04-17,1637.5
2020-04-27,1637.384
2020-05-06,1637.59
2020-05-16,1637.225
2020-05-26,1636.982
2020-06-05,1637.59
2020-06-15,1637.4295000000002
2020-06-25,1637.401
2020-07-05,1637.4785000000002
2020-07-15,1637.699
2020-07-25,1637.9285
2020-08-04,1638.2984999999999
2020-08-14,1638.4650000000001
2020-08-24,1638.5165
2020-09-02,1638.879
2020-09-12,1638.8795
2020-09-22,1639.1715
2020-10-02,1639.038
2020-10-12,1639.145
2020-10-22,1639.116
2020-11-01,1639.092
2020-11-11,1638.8345
2020-11-21,1638.8094999999998
2020-12-01,1638.8049999999998
2020-12-11,1638.6170000000002
2020-12-21,1638.6335
2020-12-21,1638.5884999999998
2020-12-30,1638.525
2020-12-30,1638.51
2021-01-09,1638.4099999999999
2021-01-09,1638.225
2021-01-19,1638.346
2021-01-19,1638.251
2021-01-29,1638.2835
2021-01-29,1638.1934999999999
2021-02-08,1638.0535
2021-02-08,1638.1235000000001
2021-02-18,1638.104
2021-02-18,1638.1190000000001
2021-02-28,1638.154
2021-02-28,1638.039
2021-03-10,1638.1264999999999
2021-03-10,1638.0715
2021-03-20,1637.856
2021-03-20,1637.891
2021-03-30,1637.842
